ICD 10 CODE,DESCRIPTION,GROUP,
O06.0,"Unspecified abortion or induced abortion NOS, incomplete, complicated by Genital tract and pelvic infection with  Endometritis and/or Oophoritis and/or Parametritis and/or Pelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or Sepsis and/or Septic shock and/or Septicaemia",MISCARRIAGE WITH COMPLICATIONS,
O06.1,"Unspecified abortion or induced abortion NOS, incomplete, complicated Delayed or excessive haemorrhage with  Afibrinogenaemia or Defibrination syndrome or Intravascular coagulation",MISCARRIAGE WITH COMPLICATIONS,
O06.2,"Unspecified abortion or induced abortion NOS, incomplete, complicated by Embolism or Embolism NOS with  Air embolism or Amniotic fluid embolism or Blood-clot embolism or Pulmonary embolism or Pyaemic embolism or Septic or septicopyaemic embolism or Soap embolism",MISCARRIAGE WITH COMPLICATIONS,
O06.3,"Unspecified abortion or induced abortion NOS, incomplete, with other and unspecified complications with  Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and molar pregnancy; Oliguria; Acute Renal failure; Renal shutdown; Renal tubular necrosis; Uraemia",MISCARRIAGE WITH COMPLICATIONS,
O06.5,"Unspecified abortion or induced abortion NOS, complete, or unspecified,  complicated by Genital tract and pelvic infection or Endometritis and/or Oophoritis and/or Parametritis and/or Pelvic peritonitis and/or Salpingitis and/or Salpingo-oophoritis and/or Sepsis and/or Septic shock and/or Septicaemia",MISCARRIAGE WITH COMPLICATIONS,
O06.6,"Unspecified abortion or induced abortion NOS, complete, complicated by Delayed or excessive haemorrhage or Afibrinogenaemia or Defibrination syndrome or Intravascular coagulation",MISCARRIAGE WITH COMPLICATIONS,
O06.7,"Unspecified abortion or induced abortion NOS, complete, complicated by Embolism or Embolism NOS or Air embolism or Amniotic fluid embolism or Blood-clot embolism or Pulmonary embolism or Pyaemic embolism or Septic or septicopyaemic embolism or Soap embolism",MISCARRIAGE WITH COMPLICATIONS,
O06.8,"Unspecified abortion or induced abortion NOS, complete, with other and unspecified complications with  Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock; Renal failure following abortion and ectopic and molar pregnancy; Oliguria; Acute Renal failure; Renal shutdown; Renal tubular necrosis; Uraemia",MISCARRIAGE WITH COMPLICATIONS,
O07.1,Failed medical abortion complicated by delayed or excessive haemorrhage; Afibrinogenaemia with Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy; Afibrinogenaemia; Defibrination syndrome; Intravascular coagulation,MISCARRIAGE WITH COMPLICATIONS,
O07.5,Other and unspecified failed attempted abortion complicated by genital tract and pelvic infection with  Endometritis; Oophoritis; Parametritis; Pelvic peritonitis; Salpingitis; Salpingo-oophoritis; Sepsi; Septic shock; Septicaemia,MISCARRIAGE WITH COMPLICATIONS,
O07.6,Other and unspecified failed attempted abortion complicated by delayed or excessive haemorrhage with Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy; Afibrinogenaemia; Defibrination syndrome; Intravascular coagulation,MISCARRIAGE WITH COMPLICATIONS,
O08.3,Shock following abortion and ectopic and molar pregnancy; Circulatory collapase; Postoperative Shock,MISCARRIAGE WITH COMPLICATIONS,
O08.8,Other complications following abortion and ectopic and molar pregnancy; Cardiac arrest; Urinary tract infection,MISCARRIAGE WITH COMPLICATIONS,
M60.0,Infective myositis; Tropical pyomyositis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.00,Infective myositis; Tropical pyomyositis Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.01,Infective myositis; Tropical pyomyositis Shoulder region,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.02,Infective myositis; Tropical pyomyositis Upper arm,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.05,Infective myositis; Tropical pyomyositis Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.06,Infective myositis; Tropical pyomyositis Lower leg,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.07,Infective myositis; Tropical pyomyositis Ankle and foot,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.08,Infective myositis; Tropical pyomyositis Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.09,Infective myositis; Tropical pyomyositis Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.1,Interstitial myositis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.11,Interstitial myositis Shoulder region,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.2,"Foreign body granuloma of soft tissue, not elsewhere classified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.21,"Foreign body granuloma of soft tissue, not elsewhere classified Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.23,"Foreign body granuloma of soft tissue, not elsewhere classified Forearm","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.27,"Foreign body granuloma of soft tissue, not elsewhere classified Ankle and foot","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.8,Other myositis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.80,Other myositis Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.81,Other myositis Shoulder region,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.88,Other myositis Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.89,Other myositis Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.9,"Myositis, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.90,"Myositis, unspecified Multiple site","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.91,"Myositis, unspecified Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.92,"Myositis, unspecified Upper arm","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.95,"Myositis, unspecified Pelvic region and thigh","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.96,"Myositis, unspecified Lower leg","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.98,"Myositis, unspecified Other","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M60.99,"Myositis, unspecified Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M61.3,Calcification and ossification of muscles associated with burns; Myositis ossificans associated with burns,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M61.55,Other ossification of muscle Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M61.59,Other ossification of muscle Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M61.9,"Calcification and ossification of muscle, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.0,Diastasis of muscle,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.05,Diastasis of muscle  Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.08,Diastasis of muscle  Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.1,Other rupture of muscle (nontraumatic),"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.48,Contracture of muscle  Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.49,Contracture of muscle  Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.56,"Muscle wasting and atrophy, not elsewhere classified; Disuse atrophy NEC Lower leg","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.59,"Muscle wasting and atrophy, not elsewhere classified; Disuse atrophy NEC Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.60,Muscle strain  Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.61,Muscle strain  Shoulder region,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.62,Muscle strain  Upper arm,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.63,Muscle strain  Forearm,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.65,Muscle strain  Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.66,Muscle strain  Lower leg,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.67,Muscle strain  Ankle and foot,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.68,Muscle strain  Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.69,Muscle strain  Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.8,Muscle (sheath) hernia,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.80,Muscle (sheath) hernia Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.85,Muscle (sheath) hernia Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.86,Muscle (sheath) hernia Lower leg,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.88,Muscle (sheath) hernia Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.89,Muscle (sheath) hernia Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.9,"Disorder of muscle, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.90,"Disorder of muscle, unspecified  Multiple site","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.91,"Disorder of muscle, unspecified  Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.95,"Disorder of muscle, unspecified  Pelvic region and thigh","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.96,"Disorder of muscle, unspecified  Lower leg","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.97,"Disorder of muscle, unspecified  Ankle and foot","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.98,"Disorder of muscle, unspecified  Other","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M62.99,"Disorder of muscle, unspecified  Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.0,Abscess of tendon sheath,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.1,Other infective tenosynovitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.13,Other infective (teno)synovitis Forearm,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.2,Calcific tendinitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.20,Calcific tendinitis Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.22,Calcific tendinitis Upper arm,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.25,Calcific tendinitis Pelvic region and thigh,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.29,Calcific tendinitis Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.3,Trigger finger;Nodular tendinous disease ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.4,Radial styloid tenosynovitis [de Quervain],"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.8,Other synovitis and tenosynovitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.80,Other synovitis and tenosynovitis Multiple site,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.84,Other synovitis and tenosynovitis Hand,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.86,Other synovitis and tenosynovitis Lower leg,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.87,Other synovitis and tenosynovitis Ankle and foot,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.89,Other synovitis and tenosynovitis Site unspecified,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.9,"Synovitis and tenosynovitis, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.90,"Synovitis and tenosynovitis, unspecified Multiple site","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.91,"Synovitis and tenosynovitis, unspecified Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.92,"Synovitis and tenosynovitis, unspecified Upper arm","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.93,"Synovitis and tenosynovitis, unspecified Forearm","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.94,"Synovitis and tenosynovitis, unspecified Hand","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.95,"Synovitis and tenosynovitis, unspecified Pelvic region and thigh","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.96,"Synovitis and tenosynovitis, unspecified Lower leg","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.97,"Synovitis and tenosynovitis, unspecified Ankle and foot","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M65.99,"Synovitis and tenosynovitis, unspecified Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M66.0,Rupture of popliteal cyst,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M66.4,Spontaneous rupture of other tendons,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M66.5,"Spontaneous rupture of unspecified tendon; Rupture at musculotendinous junction, nontraumatic  ","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.0,Short Achilles tendon (acquired),"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.1,Other contracture of tendon (sheath),"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.2,"Synovial hypertrophy, not elsewhere classified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.3,Transient synovitis; Toxic synovitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.4,Ganglion; Ganglion of joint or tendon (sheath),"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.8,Other specified disorders of synovium and tendon,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M67.9,"Disorder of synovium and tendon, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.0,Chronic crepitant synovitis of hand and wrist  ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.1,Bursitis of hand,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.2,Olecranon bursitis ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.3,Other bursitis of elbow,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.4,Prepatellar bursitis ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.5,Other bursitis of knee ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.6,Trochanteric bursitis; Trochanteric tendinitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.7,Other bursitis of hip; Ischial bursitis ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.8,"Other soft tissue disorders related to use, overuse and pressure ","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M70.9,"Unspecified soft tissue disorder related to use, overuse and pressure ","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.1,Other infective bursitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.2,Synovial cyst of popliteal space [Baker] ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.3,Other bursal cyst; Synovial cyst NOS,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.31,Other bursal cyst; Synovial cyst NOS  Shoulder region,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.5,"Other bursitis, not elsewhere classified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.51,"Other bursitis, not elsewhere classified Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.8,Other specified bursopathies,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.9,"Bursopathy, unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.91,"Bursopathy, unspecified Shoulder region","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M71.99,"Bursopathy, unspecified Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.0,Palmar fascial fibromatosis [Dupuytren],"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.2,Plantar fascial fibromatosis; Plantar fasciitis  ,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.5,"Fasciitis, not elsewhere classified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.88,Other fibroblastic disorders; Abscess of fascia  Other,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.9,"Fibroblastic disorder, unspecified; Fasciitis NOS; Fibromatosis NOS","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.98,"Fibroblastic disorder, unspecified; Fasciitis NOS; Fibromatosis NOS  Other","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M72.99,"Fibroblastic disorder, unspecified; Fasciitis NOS; Fibromatosis NOS  Site unspecified","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.0,Adhesive capsulitis of shoulder; Frozen shoulder; Periarthritis of shoulder,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.1,"Rotator cuff syndrome; Rotator cuff or supraspinatus tear or rupture complete)(incomplete), not specified 
as traumatic; Supraspinatus syndrome","MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.2,Bicipital tendinitis,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.3,Calcific tendinitis of shoulder; Calcified bursa of shoulder,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.4,Impingement syndrome of shoulder,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.5,Bursitis of shoulder,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
M75.8,Other shoulder lesions,"MUSCLE, TENDON, SOFT TISSUE DISORDERS",
