CODE,DIAGNOSIS,ACR group,ICD 10 Chapter Number,ICD 10 chapter description,ICD 10 block,NOTES
K65.8,OTHER PERITONITIS; CHRONIC PROLIFERATIVE PERITONITIS; MESENTRIC FAT NECROSIS; MESENTRIC SAPONIFICATION; PERITONITIS DUE TO BILE; PERITONITIS DUE TO URINE; CHOLEPERITONEUM; CHOLEPERITONITIS,PERITONITIS,11,Disease of the digestive system,Diseases of peritoneum,1
K65.9,"PERITONITIS, UNSPECIFIED",PERITONITIS,11,Disease of the digestive system,Diseases of peritoneum,1
K66.0,PERITONEAL ADHESIONS; ADHESIONS OF ABDOMINAL WALL; ADHESIONS OF DIAPHRAGM; ADHESIONS OF INTESTINE; ADHESIONS OF MALE PELVIS; ADHESIONS OF MESENTERIC; ADHESIONS OF OMENTUM; ADHESIONS OF STOMACH; ADHESIVE BANDS,PERITONEAL DISORDERS,11,Disease of the digestive system,Diseases of peritoneum,1
K66.1,HAEMOPERITONEUM,,11,Disease of the digestive system,Diseases of peritoneum,1
K66.8,OTHER SPECIFIED DISORDERS OF PERITONEUM,PERITONEAL DISORDERS,11,Disease of the digestive system,Diseases of peritoneum,1
K66.9,"DISORDER OF PERITONEUM, UNSPECIFIED",PERITONEAL DISORDERS,11,Disease of the digestive system,Diseases of peritoneum,1
K67.8*,OTHER DISORDERS OF PERITONEUM IN INFECTIOUS DISEASES CLASSIFIED ELSEWHERE,,11,Disease of the digestive system,Diseases of peritoneum,1
K70.0,ALCOHOLIC FATTY LIVER,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K70.1,ALCOHOLIC HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K70.2,ALCOHOLIC FIBROSIS AND SCLEROSIS OF LIVER,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K70.3,ALCOHOLIC CIRRHOSIS OF LIVER; ALCOHOLIC CIRRHOSIS NOS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K70.4,ALCOHOLIC HEPATIC FAILURE; ALCOHOLIC HEPATIC FAILURE NOS; ACUTE ALCOHOLIC HEPATIC FAILURE; CHRONIC ALCOHOLIC HEPATIC FAILURE; SUBACUTE ALCOHOLIC HEPATIC FAILURE; ALCOHOLIC HEPATIC FAILURE WITH OR WITHOUT HEPATIC COMA,HEPATIC FAILURE,11,Disease of the digestive system,Diseases of liver,1
K70.9,"ALCOHOLIC LIVER DISEASE, UNSPECIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K70+I98.2*,OESOPHAGEAL VARICES IN ALCOHOLIC LIVER DISEASE,,11,Disease of the digestive system,Diseases of liver,1
K71.0,TOXIC LIVER DISEASE WITH CHOLESTASIS; CHOLESTATIS WITH HEPATOCYTE INJURY; ,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.1,TOXIC LIVER DISEASE WITH HEPATIC NECROSIS; ACUTE HEPATIC FAILURE DUE TO DRUGS; CHRONIC HEPATIC FAILURE DUE TO DRUGS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.2,TOXIC LIVER DISEASE WITH ACUTE HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.3,TOXIC LIVER DISEASE WITH CHRONIC PERSISTENT HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.4,TOXIC LIVER DISEASE WITH CHRONIC LOBULAR HEPATITIS,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K71.5,TOXIC LIVER DISEASE WITH CHRONIC ACTIVE HEPATITIS; TOXIC LIVER DISEASE WITH LUPOID HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.6,"TOXIC LIVER DISEASE WITH HEPATITIS, NOT ELSEWHERE CLASSIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.7,TOXIC LIVER DISEASE WITH FIBROSIS AND CIRRHOSIS OF LIVER,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K71.8,TOXIC LIVER DISEASE WITH OTHER DISORDERS OF LIVER; TOXIC LIVER DISEASE WITH FOCAL NODULAR HYPERPLASIA; TOXIC LIVER DISEASE WITH HEPATIC GRANULOMAS; TOXIC LIVER DISEASE WITH PELIOSIS HEPATIS; TOXIC LIVER DISEASE WITH VENO-OCCLUSIVE DISEASE OF LIVER,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71.9,"TOXIC LIVER DISEASE, UNSPECIFIED; DRUG-INDUCED UNPREDICTABLE IDIOSYNCRATIC LIVER DISEASE, UNSPECIFIED; DRUG-INDUCED PREDICTABLE TOXIC LIVER DISEASE, UNSPECIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K71+I98.2*,OESOPHAGEAL VARICES IN TOXIC LIVER DISEASE,,11,Disease of the digestive system,Diseases of liver,1
K72.0,ACUTE AND SUBACUTE HEPATIC FAILURE,HEPATIC FAILURE,11,Disease of the digestive system,Diseases of liver,1
K72.1,CHRONIC HEPATIC FAILURE,HEPATIC FAILURE,11,Disease of the digestive system,Diseases of liver,1
K72.9,"HEPATIC FAILURE, UNSPECIFIED; HEPATIC FAILURE, NOT ELSEWHERE CLASSIFIED; HEPATIC COMA NOS; HEPATIC ENCEPHALOPATHY NOS; ACUTE HEPATITIS NEC; WITH HEPATIC FAILURE; FULMINANT HEPATITIS NEC, WITH HEPATIC FAILURE; MALIGNANT HEPATITIS NEC, WITH HEPATIC FAILURE; LIVER NECROSIS CELL WITH HEPATIC FAILURE; YELLOW LIVER ATROPHY OD DYSTROPHY",HEPATIC FAILURE,11,Disease of the digestive system,Diseases of liver,1
K73.0,"CHRONIC PERSISTENT HEPATITIS, NOT ELSEWHERE CLASSIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K73.1,"CHRONIC LOBULAR HEPATITIS, NOT ELSEWHERE CLASSIFIED",,11,Disease of the digestive system,Diseases of liver,1
K73.2,"CHRONIC ACTIVE HEPATITIS, NOT ELSEWHERE CLASSIFIED; LUPOID HEPATITIS NEC",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K73.8,"OTHER CHRONIC HEPATITIS, NOT ELSEWHERE CLASSIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K73.9,"CHRONIC HEPATITIS, UNSPECIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K74.0,HEPATIC FIBROSIS,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K74.0+I98.2*,OESOPHAGEAL VARICES IN HEPATIC FIBROSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.1,HEPATIC SCLEROSIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K74.1+I98.2*,OESOPHAGEAL VARICES IN HEPATIC SCLEROSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.2,HEPATIC FIBROSIS WITH HEPATIC SCLEROSIS,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K74.2+I98.2*,OESOPHAGEAL VARICES IN HEPATIC FIBROSIS WITH HEPATIC SCLEROSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.3,PRIMARY BILIARY CIRRHOSIS; CHRONIC NONSUPPARATIVE DESTRUCTIVE CHOLANGITIS; CHARCOT'S CIRRHOSIS; TODD'S CIRRHOSIS; HANOT'S CIRRHOSIS OR DISEASE,CHOLANGITIS,11,Disease of the digestive system,Diseases of liver,1
K74.3+I98.2*,OESOPHAGEAL VARICES IN PRIMARY BILIARY CIRRHOSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.4,SECONDARY BILIARY CIRRHOSIS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,Diseases of liver,1
K74.4+I98.2*,OESOPHAGEAL VARICES IN SECONDARY BILIARY CIRRHOSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.5,"BILIARY CIRRHOSIS, UNSPECIFIED",DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,Diseases of liver,1
K74.5+I98.2*,OESOPHAGEAL VARICES IN UNSPECIFIED BILIARY CIRRHOSIS,,11,Disease of the digestive system,Diseases of liver,1
K74.6,OTHER AND UNSPECIFIED CIRRHOSIS OF LIVER; CIRRHOSIS OF LIVER NOS; CRYPTOGENIC CIRRHOSIS OF LIVER; MACRONODULAR CIRRHOSIS OF LIVER; MICRONODULAR CIRRHOSIS OF LIVER; MIXED TYPE CIRRHOSIS OF LIVER; PORTAL CIRRHOSIS OF LIVER; POSTNECROTIC CIRRHOSIS OF LIVER; BAUMGARTEN-CRUVEILHIER CIRRHOSIS,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K74.6+I98.2*,OESOPHAGEAL VARICES IN OTHER AND UNSPECIFIED CIRRHOSIS OF LIVER,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.0,ABSCESS OF LIVER; HEPATIC ABSCESS NOS; CHOLANGITIC HEPATIC ABSCESS; HAEMATOGENIC HEPATIC ABSCESS; LYMPHOGENIC HEPATIC ABSCESS; PYLEPHLEBITIC HEPATIC ABSCESS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.1,PHLEBITIS OF PORTAL VEIN; PYLEPHLEBITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.2,NONSPECIFIC REACTIVE HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.3,"GRANULOMATOUS HEPATITIS, NOT ELSEWHERE CLASSIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.4,AUTOIMMUNE HEPATITIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,2
K75.8,OTHER SPECIFIED INFLAMMATORY LIVER DISEASES,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K75.9,"INFLAMMATORY LIVER DISEASE, UNSPECIFIED; HEPATITIS NOS",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K76.0,"FATTY (CHANGE OF) LIVER, NOT ELSEWHERE CLASSIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K76.1,CHRONIC PASSIVE CONGESTION OF LIVER; CARDIAC CIRRHOSIS (SO-CALLED) OF LIVER; CARDIAC SCLEROSIS OF LIVER,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.2,CENTRAL HAEMORRHAGIC NECROSIS OF LIVER,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.3,INFARCTION OF LIVER,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.4,PELIOSIS HEPATIS; HEPATIC ANGIOMATOSIS,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.5,HEPATIC VENO-OCCLUSIVE DISEASE,,11,Disease of the digestive system,Diseases of liver,1
K76.6,PORTAL HYPERTENSION,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.7,HEPATORENAL SYNDROME,LIVER DISEASES II,11,Disease of the digestive system,Diseases of liver,1
K76.8,OTHER SPECIFIED DISEASES OF LIVER; FOCAL NODULAR HYPERPLASIA OF LIVER; HEPATOPTOSIS,LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K76.9,"LIVER DISEASE, UNSPECIFIED",LIVER DISEASES I,11,Disease of the digestive system,Diseases of liver,1
K80.0,CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS; ANY CONDITION LISTED IN K80.2 WITH ACUTE CHOLECYSTITIS,CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.1,CALCULUS OF GALLBLADDER WITH OTHER CHOLECYSTITIS; ANY CONDITION LISTED IN K80.2 WITH CHRONIC CHOLECYSTITIS; CHOLECYSTITIS WITH CHOLELITHIASIS NOS,CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.2,CALCULUS OF GALLBLADDER WITHOUT CHOLECYSTITIS; CHOLECYSTOLITHIASIS UNSPECIFIED OR WITHOUT CHOLECYSTITIS; CHOLELITHIASIS UNSPECIFIED OR WITHOUT CHOLECYSTITIS; RECURRENT COLIC OF GALLBLADDER UNSPECIFIED OR WITHOUT CHOLECYSTITIS; IMPACTED GALLSTONE OF CYSTIC DUCT UNSPECIFIED OR WITHOUT CHOLECYSTITIS; IMPACTED GALLSTONE OF GALLBLADDER UNSPECIFIED OR WITHOUT CHOLECYSTITIS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.3,CALCULUS OF BILE DUCT WITH CHOLANGITIS; ANY CONDITION LISTED IN K80.5 WITH CHOLANGITIS,CHOLANGITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.4,CALCULUS OF BILE DUCT WITH CHOLECYSTITIS; ANY CONDITION LISTED IN K80.5 WITH CHOLECYSTITIS (WITH CHOLANGITIS),CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.5,CALCULUS OF BILE DUCT WITHOUT CHOLANGITIS OR CHOLECYSTITIS; CHOLEDOCHOLITHIASIS UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS; IMPACTED GALLSTONE OF BILE DUCT NOS UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS; IMPACTED GALLSTONE OF COMMON DUCT UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS; IMPACTED GALLSTONE OF HEPATIC DUCT UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS; HEPATIC CHOLELITHIASIS UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS; HEPATIC RECURRENT COLIC UNSPECIFIED OR WITHOUT CHOLANGITIS OR CHOLECYSTITIS ,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K80.8,OTHER CHOLELITHIASIS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K81.0,ACUTE CHOLECYSTITIS; ABSCESS OF GALLBLADDER WITHOUT CALCULUS; ANGIOCHOLECYSTITIS WITHOUT CALCULUS; ACUTE EMPHYSEMATOUS CHOLECYSTITIS WITHOUT CALCULUS; GANGRENOUS CHOLECYSTITIS WITHOUT CALCULUS; SUPPARATIVE CHOLECYSTITIS WITHOUT CALCULUS; EMPYEMA OF GALLBLADDER WITHOUT CALCULUS; GANGRENE OF GALLBLADDER WITHOUT CALCULUS,CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K81.1,CHRONIC CHOLECYSTITIS,CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K81.8,OTHER CHOLECYSTITIS,CHOLECYSTITIS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K81.9,"CHOLECYSTITIS, UNSPECIFIED",,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.0,OBSTRUCTION OF GALLBLADDER; OCCLUSION OF CYSTIC DUCT OF GALLBLADDER WITHOUT CALCULUS; STENOSIS OF CYSTIC DUCT OR GALLBLADDER WITHOUT CALCULUS; STRICTURE OF CYSTIC DUCT OR GALLBLADDER WITHOUT CALCULUS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.1,HYDROPS OF GALLBLADDER; MUCOCELE OF GALLBLADDER,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.2,PERFORATION OF GALLBLADDER; RUPTURE OF CYSTIC DUCT OR GALLBLADDER,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.3,FISTULA OF GALLBLADDER; CHOLECYSTOCOLIC FISTULA; CHOLECYSTODUODENAL FISTULA,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.4,CHOLESTEROLOSIS OF GALLBLADDER; STRAWBERRY GALLBLADDER,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.8,OTHER SPECIFIED DISEASES OF GALLBLADDER; ADHESIONS OF CYSTIC DUCT OR GALLBLADDER; ATROPHY OF CYSTIC DUCT OR GALLBLADDER; CYST OF CYSTIC DUCT OR GALLBLADDER; DYSKINESIA OF CYSTIC DUCT OR GALLBLADDER; HYPERTROPHY OF CYSTIC DUCT OR GALLBLADDER; NONFUNCTIONING OF CYSTIC DUCT OR GALLBLADDER; ULCER OF CYSTIC DUCT OR GALLBLADDER,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K82.9,"DISEASE OF GALLBLADDER, UNSPECIFIED",,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.0,CHOLANGITIS; CHOLANGITIS NOS; ASCENDING CHOLANGITIS; PRIMARY CHOLANGITIS; RECURRENT CHOLANGITIS; SCLEROSING CHOLANGITIS; SECONDARY CHOLANGITIS; STENOSING CHOLANGITIS; SUPPARATIVE CHOLANGITIS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.1,OBSTRUCTION OF BILE DUCT; OCCLUSION OF BILE DUCT WITHOUT CALCULUS; STENOSIS OF BILE DUCT WITHOUT CALCULUS; STRICTURE OF BILE DUCT WITHOUT CALCULUS,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.2,PERFORATION OF BILE DUCT; RUPTURE OF BILE DUCT,,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.3,FISTULA OF BILE DUCT; CHOLEDOCHODUODENAL FISTULA,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.4,SPASM OF SPHINCTER OF ODDI,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.5,BILIARY CYST,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.8,OTHER SPECIFIED DISEASES OF BILIARY TRACT; ADHESIONS OF BILE DUCT; ATROPHY OF BILE DUCT; HYPERTROPHY OF BILE DUCT; ULCER OF BILE DUCT,DISEASES OF THE GALLBLADDER AND BILIARY TRACT,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K83.9,"DISEASE OF BILIARY TRACT, UNSPECIFIED",,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K85,ACUTE PANCREATITIS; ABSCESS OF PANCREAS; ACUTE NECROSIS OF PANCREAS; INFECTIVE NECROSIS OF PANCREAS; PANCREATITIS NOS; ACUTE RECURRENT PANCREATITIS; HAEMORRHAGIC PANCREATITIS; SUBACUTE PANCREATITIS; SUPPARATIVE PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K85.0,IDIOPATHIC ACUTE PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",2
K85.1,BILIARY ACUTE PANCREATITIS; GALLSTONE PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",2
K85.2,ALCOHOL-INDUCED ACUTE PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",2
K85.8,OTHER ACUTE PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",2
K85.9,"ACUTE PANCREATITIS, UNSPECIFIED; OTHER DISEASES OF PANCREAS",DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",2
K86.0,ALCOHOL-INDUCED CHRONIC PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K86.1,OTHER CHRONIC PANCREATITIS; CHRONIC PANCREATITIS NOS; INFECTIOUS CHRONIC PANCREATITIS; RECURRENT CHRONIC PANCREATITIS; RELAPSING CHRONIC PANCREATITIS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K86.2,CYST OF PANCREAS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K86.3,PSEUDOCYST OF PANCREAS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K86.8,OTHER SPECIFIED DISEASES OF PANCREAS; ATROPHY OF PANCREAS; CALCULUS OF PANCREAS; CIRRHOSIS OF PANCREAS; FIBROSIS OF PANCREAS; PANCREATIC INFANTILISM; PANCREATIC NECROSIS NOS; ASEPTIC PANCREATIC NECROSIS; FAT NECROSIS OF PANCREAS,DISEASES OF THE PANCREAS,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K86.9,"DISEASE OF PANCREAS, UNSPECIFIED",,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K87.0*,DISORDERS OF GALLBLADDER AND BILIARY TRACT IN DISEASES CLASSIFIED ELSEWHERE,,11,Disease of the digestive system,"Disorders of gallbladder, biliary tract and pancreas",1
K90.0,COELIAC DISEASE; GLUTEN-SENSITIVE ENTEROPATHY; IDIOPATHIC STEATORRHOEA; NONTROPICAL SPRUE,INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.1,TROPICAL SPRUE; SPRUE NOS; TROPICAL STEATORRHOEA,INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.2,"BLIND LOOP SYNDROME, NOT ELSEWHERE CLASSIFIED; BLIND LOOP SYNDROME NOS",INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.3,PANCREATIC STEATORRHOEA,INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.4,"MALABSORPTION DUE TO INTOLERANCE, NOT ELSEWHERE CLASSIFIED; MALABSORPTION DUE TO INTOLERANCE TO CARBOHYDRATE; MALABSORPTION DUE TO INTOLERANCE TO FAT; MALABSORPTION DUE TO INTOLERANCE TO PROTEIN; MALABSORPTION DUE TO INTOLERANCE TO STARCH",INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.8,OTHER INTESTINAL MALABSORPTION,INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.8+M14.8*,ARTHROPATHY IN WHIPPLE'S DISEASE,,11,Disease of the digestive system,Other diseases of the digestive system,1
K90.9,"INTESTINAL MALABSORPTION, UNSPECIFIED",INTESTINAL MALABSORPTION,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.0,VOMITING FOLLOWING GASTROINTESTINAL SURGERY,POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.1,POSTGASTRIC SURGERY SYNDROMES; DUMPING SYNDROME; POSTGASTRECTOMY SYNDROME; POSTVAGOTOMY SYNDROME,POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.2,"POSTSURGICAL MALABSORPTION, NOT ELSEWHERE CLASSIFIED; POSTSURGICAL BLIND LOOP SYNDROME",POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.3,POSTOPERATIVE INTESTINAL OBSTRUCTION,POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.4,COLOSTOMY AND ENTEROSTOMY MALFUNCTION,POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.5,POSTCHOLECYSTECTOMY SYNDROME,POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.8,"OTHER POSTPROCEDURAL DISORDERS OF DIGESTIVE SYSTEM, NOT ELSEWHERE CLASSIFIED",POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K91.9,"POSTPROCEDURAL DISORDER OF DIGESTIVE SYSTEM, UNSPECIFIED",POSTPROCEDURAL DISORDERS,11,Disease of the digestive system,Other diseases of the digestive system,1
K92.0,HAEMATEMESIS,,11,Disease of the digestive system,Other diseases of the digestive system,1
K92.1,MELAENA,,11,Disease of the digestive system,Other diseases of the digestive system,1
K92.2,"GASTROINTESTINAL HAEMORRHAGE, UNSPECIFIED; HAEMORRHAGE GASTRIC NOS; HAEMORRHAGE INTESTINAL NOS",,11,Disease of the digestive system,Other diseases of the digestive system,1
K92.8,OTHER SPECIFIED DISEASES OF DIGESTIVE SYSTEM,,11,Disease of the digestive system,Other diseases of the digestive system,1
